Coord_X,Coord_Y,label
-4.172616361244987,-2.3758508366947866,Blue
4.746999126220482,3.545575772548084,Red
-10.79688548783395,-3.2681057039668877,Blue
0.8956202945281952,2.8804900293229583,Red
0.4481115284618096,8.572705543439367,Red
-5.775310500018779,-5.624337988246111,Blue
-6.466171442157648,-1.510721026230518,Blue
0.0023710624275017,9.183671740244492,Red
-5.8269407249226175,-4.27927585377818,Blue
0.9014801650797328,4.644199857994265,Red
3.395779878161816,7.381926645786813,Red
2.2696092428363968,5.853617802482603,Red
-6.16277633351217,-1.5978942897724835,Blue
-2.814493610915896,0.6027834602713884,Blue
-2.6955933919820785,-2.53709732759861,Blue
1.5672879781855902,1.371054597530903,Red
-3.321388893220451,-0.9236139622528504,Blue
2.103717087289075,5.893030200480706,Red
-4.264146424888801,3.7014303877976698,Blue
1.9032603843617628,3.320405229431639,Red
-9.615785379721364,-2.418226093792776,Blue
-9.078327138860097,-0.5682883053868444,Blue
-8.4211159538655,-2.8183158603245984,Blue
-10.910170154648714,-0.4527723580122501,Blue
-7.565561422758459,-1.0271746486814524,Blue
-2.2898426874984192,4.933630076182059,Red
-3.424558287543954,2.213461829529125,Blue
-2.519546476783682,3.7768024425627074,Red
2.4612066720913965,5.588471803710336,Red
-8.73354555432269,-0.3766924880151483,Blue
-6.323729375108799,1.1895763245835878,Blue
-6.317078486575374,0.5318988958867674,Blue
-5.31832095921386,-4.820505196370165,Blue
-3.6436908227992855,-1.7764847115587026,Blue
-5.415903952701936,-1.281339730780241,Blue
-8.880374584497844,-1.2014809644058058,Blue
-5.523341117682213,-4.255841963174121,Blue
4.058666828783503,5.234299034902634,Red
1.071374660232831,6.879640209443378,Red
-4.049831508869953,5.205817884247005,Red
-7.492497188869352,-2.9783228679950966,Blue
-3.484972926442884,-3.009062910401222,Blue
-0.1065409991951629,6.29781429701538,Red
-4.557156676510537,0.8621553431444338,Blue
-9.73589527872762,-0.53048398269215,Blue
-5.360411063235167,2.195394632621531,Blue
-4.026205164255416,-1.6960491307724823,Blue
-4.480684759836865,-0.9429390274418856,Blue
-4.875467596286168,-0.2007629972289373,Blue
-2.2082572175780566,0.6346799988916803,Blue
-2.3478365377837838,-2.120833616885132,Blue
-4.841630676928109,-6.474197627618783,Blue
0.5484822066303237,6.362716073147684,Red
-7.571859411904976,1.025663122857862,Blue
0.2485811282139644,7.257536231337058,Red
-2.1267932739912614,4.15337636785778,Red
4.35866649724702,2.7522288243611888,Red
4.600344676083248,6.536195808411525,Red
-4.820247258897416,-3.466258607396161,Blue
-5.719261066230397,-5.337377971705347,Blue
-1.2985011098482055,3.0513673552243388,Red
-7.556108081334832,-1.1166364371402175,Blue
-0.7356378561702037,3.1179393339072687,Red
1.0937393553772932,7.634509217090129,Red
-5.062207568210524,0.4278337041647146,Blue
-5.890913399791483,-0.5545256359511537,Blue
-1.0400270758280852,4.126143821399705,Red
-6.561482731266327,2.8405768209570272,Blue
0.1421363646171723,-0.3634217742339993,Red
-3.4498406217849378,2.1553416591741086,Blue
-2.7760928504735354,7.071173344091902,Red
0.5669421476758157,3.2252620455550565,Red
0.9158391103141948,4.573856551308611,Red
0.9091671429637114,6.334991227523632,Red
0.6525786468213941,5.540057630525155,Red
-4.669708277603501,-5.391525511158225,Blue
-5.151209873351165,-1.869184227613104,Blue
-4.749231674698986,-4.824968549487444,Blue
-4.021819819973059,1.339394087696602,Blue
0.19855818376433,3.783882648227933,Red
-1.1184841236634444,-0.3006881159705443,Blue
2.8431810260562345,5.157064853097658,Red
-0.2490003225849306,9.64351853868204,Red
-1.1625909783090405,4.701263631776281,Red
-0.3228720651533048,7.969147798056806,Red
-5.543741080746129,-0.4478334503443072,Blue
1.7862316135910556,2.5777182277205446,Red
1.624844124282656,0.7540536453826254,Red
2.3632729874814213,7.46861302328164,Red
-4.980883909199016,-1.4475010573197615,Blue
4.646613601474485,0.0503919045587215,Red
3.3360859503022007,3.2784645331025586,Red
1.2080128860437624,4.964452182802324,Red
1.872563158936836,4.984874433841787,Red
-5.012715899267639,-0.2815414897302065,Blue
0.4670411723758997,6.147715614986695,Red
-7.436394109221964,0.3262552629655277,Blue
2.6199704303940115,5.3488299274080005,Red
1.6624095738696156,3.002365632574522,Red
-3.4293582245009597,-1.9575998018312264,Blue
-1.0040212039440122,4.294733585146748,Red
-6.854012870988657,-5.363929756180451,Blue
1.6217424995767753,2.836901982243483,Red
-6.041684122790833,-1.5163143897601303,Blue
-5.071216132325031,0.4552001422448146,Blue
-0.3306885238796708,6.750308384609638,Red
-4.520347923373485,0.802894931279527,Blue
-6.093580547639968,-1.2130781273569835,Blue
-0.0115194632229312,4.266353016909944,Red
-10.109353087790582,-2.577267949637663,Blue
-7.999325924414358,1.9081532450169,Blue
-2.809531002819798,0.1030559950442213,Blue
2.254111497353026,0.9444447860859806,Red
-4.333959173079501,-0.7840479248365948,Blue
-6.389346816887205,0.7263586321748172,Blue
-4.2575185409548,-1.6981678270220866,Blue
0.2205595740664888,5.5221442780759125,Red
-6.609297815655764,-0.5044098971798286,Blue
-2.107452705658897,2.3261394320900144,Red
-6.231624592448861,0.2526436456846836,Blue
0.4504753735016237,5.443907016151975,Red
-7.295542121079491,-0.4671409815559195,Blue
4.540988339718901,7.020815224610789,Red
-4.958464793974722,-1.938622296004572,Blue
-5.056453753549577,1.1022002870995855,Blue
2.835488103974137,6.2620356280760685,Red
-0.3856196772074503,3.844292042992036,Red
-4.354830068280705,-4.905047892093338,Blue
-0.5836198680405791,1.9227209370444207,Red
-0.4246659091006344,3.501065390254919,Red
-4.118227976727081,-4.002100136636188,Blue
-4.283869528583379,-2.703246476220752,Blue
-1.8442684149301856,3.1552330217215827,Red
0.8348702922749616,4.338355210970023,Red
-7.819788988571126,1.881548772387708,Blue
3.046475650158332,7.063682028718663,Red
-4.452647669169428,-2.7280058278813915,Blue
2.403579883495573,8.52277328966257,Red
-6.985333910151133,-1.3055324293462418,Blue
-7.564326072064068,-0.0256768590141844,Blue
-7.456149358320085,0.0783972715915355,Blue
1.991833702308053,5.2938288355762335,Red
-8.744382155316897,-0.4587702539267734,Blue
1.171844856560225,6.242381957044416,Red
0.9797339437806002,4.964418304681609,Red
-9.505233593808455,-1.6094538219475716,Blue
1.063410667315249,0.3415050664430774,Red
1.1506007471460935,8.7515205796688,Red
0.0580774844357011,3.831944216716992,Red
-7.694344043358436,-0.3295814060224096,Blue
1.6110260042032771,3.951468560209632,Red
-4.079826529518575,-0.5274158907910246,Blue
2.0751776903431978,0.487766151701007,Red
-3.780990988117013,-2.932778547093965,Blue
2.9649390235954804,4.933596214344943,Red
-2.133312209787134,9.328355911837097,Red
-8.705612213484319,-3.71716655309797,Blue
-8.450581669980934,-2.069271002446747,Blue
-6.4641101218649935,-4.280858958461203,Blue
-7.062280238761198,-5.220363523338702,Blue
1.9677788715145972,5.509172823770991,Red
-3.901219908384391,-2.12152910500735,Blue
-1.4235910820361344,0.1992016469306492,Blue
-1.476042867155693,3.617614697195109,Red
-0.156132343828094,5.406890596501617,Red
-0.0856807604197128,4.210963318757772,Red
0.199723039801968,2.2717617527179192,Red
-2.773028261648292,-3.057072458424606,Blue
-4.223238321873014,0.2394560899164892,Blue
2.148089120358275,6.3964810149854285,Red
-4.600931348001751,-0.5715066077798441,Blue
1.7406734029598565,2.104524883270921,Red
2.526399456481202,4.86984865684972,Red
-1.064653578017951,5.615041070939304,Red
-2.4039151417088487,-0.9992660430339498,Blue
-7.813476240461081,-3.020449702118816,Blue
1.400099044416109,5.928704537621477,Red
-2.423420291348706,-0.9955630782835092,Blue
0.4047297506724822,4.834428180119747,Red
0.5950750015651287,3.0648140778153268,Red
-4.910566635802729,-0.8540549629453185,Blue
-7.059127986282556,-4.251037308891204,Blue
-6.077342754019741,-3.798110273227707,Blue
-6.522157295214536,0.9120145223862391,Blue
-4.774182089008196,0.1905871588216177,Blue
-5.050195766221008,1.480985958784681,Blue
2.564674949790636,5.589490627504309,Red
1.3259551625404455,2.7186259249660765,Red
-5.405855117367788,0.1884373084626507,Blue
-7.363746273682652,2.588532252224334,Blue
-2.220362407698597,5.578471658835882,Red
-2.6730949797801262,5.332591996729796,Red
-3.5493581061038,2.9566453468471545,Red
-1.8709986764810127,2.6482318586822875,Red
-2.4062197659731246,4.090840816364158,Red
0.814379711227859,3.930072419798256,Red
