Coord_X,Coord_Y,label
-4.534535484086135,-5.830192622070566,Blue
1.5998625421277821,4.923975033545153,Red
-4.854423289104224,-2.38234254907384,Blue
5.407086598690123,4.104747769451837,Red
4.602715615149721,2.928081445230927,Red
-7.119444165359704,-4.83328303421897,Blue
-4.418692973116681,-4.7428742462497935,Blue
-3.293676344209938,-4.43148068262232,Blue
7.12192787768273,4.527756513555501,Red
-3.6402911283212775,-1.9033192798766612,Blue
-2.4210578792702533,-6.336982658415451,Blue
3.131905584336049,5.273312873369988,Red
5.413138964549584,3.5945194577378445,Red
5.1015709833789575,5.1347294833554145,Red
7.330070934330518,2.4448136094599957,Red
5.324223380153647,4.879584356913587,Red
-1.3790755171428466,-1.2829031142824334,Blue
-3.8683451987589628,-4.6302710931059226,Blue
6.153830902894412,3.107227377809258,Red
-1.5987496962363514,-4.375686531331591,Blue
-2.8362637057747437,-6.377246202913243,Blue
3.885423551508505,4.823585628002713,Red
-1.883283492121023,-9.102959596405242,Blue
9.059335169991115,3.0802755352108964,Red
5.868426510321988,2.1299558487631467,Red
-1.1270708912019054,-5.688221223753096,Blue
6.242493625795792,1.0357953074867705,Red
3.653584683009263,4.437053075356547,Red
-1.9405633052129514,-5.468206411374508,Blue
-3.098931666021498,-10.289602768037103,Blue
9.076364380445543,3.621414365544255,Red
-3.91269324083331,-7.01357546910623,Blue
-2.2728513086484967,-1.3172391451250012,Blue
-4.377579227500798,-6.4327796275825,Blue
-7.0895149150287455,-2.6234156919765086,Blue
-4.276744767376058,-3.609266124130084,Blue
4.7994780831131525,-0.1427754547491471,Red
5.380280580674583,4.805884598795189,Red
-5.438778061534546,-5.506706599211512,Blue
7.646843837880881,5.85340087206601,Red
4.737854876633655,0.2750112561389839,Red
5.853391736781988,8.06406536327094,Red
4.805470824592023,7.289200016577036,Red
-0.8450460658950143,-2.5353003861034717,Blue
9.370222255848411,2.5279266264097084,Red
4.268016855296063,-0.8383252717314642,Red
4.3365683184191255,3.936777780417201,Red
3.361631844804319,3.0140190181315076,Red
-4.56647720883594,-2.8865383689502786,Blue
-4.54217644954194,-5.532079907179736,Blue
-3.889334569038092,-7.949290624838838,Blue
7.001496988812841,2.4385933668787128,Red
4.544034609426852,4.477766884343735,Red
4.567563309101777,2.401382020088773,Red
2.777605422940783,4.441703139497712,Red
-3.785892572572711,-3.982133053434075,Blue
6.280816818610414,6.746837390180373,Red
3.6158369195942344,0.7229013775447117,Red
4.5799463687092015,4.674571290896666,Red
-4.932587045431669,-4.480667462801689,Blue
-4.005071094136074,-2.062752622300941,Blue
6.169666862495898,5.276058206174641,Red
6.912640577724215,3.592630498697553,Red
6.684758618800367,2.3874139811067283,Red
3.9410619329097214,4.8746083719692725,Red
4.424788874251142,4.93647598308071,Red
-1.0313726138645127,-5.490098075394186,Blue
-2.528485281508667,1.5642098140093976,Blue
-4.508729535863095,-3.3182072713437223,Blue
3.424552336709823,2.5740127281299685,Red
-2.433874025034063,-4.290132331365505,Blue
-4.644524008658461,-3.0352890914544317,Blue
-0.595384870863461,-7.303485175732571,Blue
-1.8302562137755862,-3.0978269667163087,Blue
-6.0335786026502625,-2.061280329444498,Blue
4.041288612903716,-0.17555905355624812,Red
-5.222399757792404,-7.393062765153037,Blue
